Date,Open,High,Low,Close,Adj. Close,Change,Volume
16-Jul-24,234.77,234.89,231.77,233.44,232.65,-0.33%,"3,826,107"
15-Jul-24,234.99,236.53,232.89,234.22,233.42,0.18%,"4,313,995"
12-Jul-24,232.37,236.28,231.56,233.8,233,0.89%,"4,883,776"
11-Jul-24,238.04,238.14,231.06,231.73,230.94,-2.50%,"7,055,193"
10-Jul-24,235.89,237.85,234.57,237.68,236.87,1.45%,"4,374,692"
9-Jul-24,235.67,236.23,232.94,234.28,233.48,-0.08%,"4,342,332"
8-Jul-24,233.63,235.15,233.23,234.47,233.67,0.68%,"3,835,519"
5-Jul-24,232.43,233.91,231.47,232.88,232.09,0.31%,"3,335,919"
3-Jul-24,228.75,232.28,228.56,232.17,231.38,1.35%,"3,124,564"
2-Jul-24,225.96,229.1,225.96,229.08,228.3,0.50%,"3,538,260"
1-Jul-24,226.57,228.32,223.28,227.94,227.16,0.76%,"4,640,834"
28-Jun-24,227.14,230.39,225.92,226.23,225.46,-0.05%,"6,244,102"
27-Jun-24,225.8,227.47,225.53,226.35,225.58,0.05%,"3,961,767"
26-Jun-24,226.16,227.31,224.48,226.24,225.47,-0.11%,"4,729,798"
25-Jun-24,224.05,226.62,222.79,226.5,225.73,1.83%,"4,564,541"
24-Jun-24,225.64,226.66,222.36,222.42,221.66,-2.62%,"6,874,280"
21-Jun-24,228.86,229.76,227.37,228.41,227.22,-0.17%,"6,780,393"
20-Jun-24,232.45,232.59,228.04,228.81,227.62,-1.12%,"6,621,463"
18-Jun-24,231.35,232.17,230.49,231.41,230.21,0.13%,"4,338,861"
17-Jun-24,228.23,231.93,227.45,231.12,229.92,1.52%,"5,801,349"
14-Jun-24,226.5,227.8,226.35,227.67,226.49,0.37%,"3,932,277"
13-Jun-24,227.13,227.76,225.44,226.82,225.64,0.79%,"6,346,797"
12-Jun-24,222.36,227.31,221.95,225.04,223.87,2.21%,"8,910,628"
11-Jun-24,215.6,220.23,215.5,220.17,219.03,1.86%,"6,359,602"
10-Jun-24,214.87,216.73,214.73,216.15,215.03,0.26%,"3,367,696"
7-Jun-24,215.33,216.52,214.54,215.6,214.48,0.23%,"3,199,312"
6-Jun-24,215.94,216.09,214.53,215.1,213.98,-0.33%,"3,528,836"
5-Jun-24,212.8,215.82,212.46,215.82,214.7,2.22%,"4,394,432"
4-Jun-24,210.58,211.47,209.5,211.13,210.03,0.21%,"3,202,665"
3-Jun-24,211.77,211.96,208.17,210.69,209.6,0.25%,"4,814,031"
31-May-24,210.45,210.49,205.53,210.16,209.07,0.16%,"6,040,506"
30-May-24,212.34,212.66,209.18,209.83,208.74,-2.28%,"5,229,852"
29-May-24,213.82,215.76,213.82,214.73,213.61,-0.63%,"4,284,538"
28-May-24,216.41,216.58,214.75,216.1,214.98,0.42%,"4,393,214"
24-May-24,213.93,215.65,213.22,215.19,214.07,0.84%,"2,953,206"
23-May-24,217.6,217.62,212.71,213.39,212.28,-0.81%,"4,700,216"
